,TimeStamp,Metric1,Metric2,Metric3,Metric1 Interpretation,Metric2 Interpretation,Metric3 Interpretation,Link,RT,Quotes,Likes,Views
twitter.com/VeroDelgadilloG/status/1732955942780809452,2023-12-08 02:51:08.000,0.6301004398200247,0.3331101582123917,0.5323042422533035,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1732955942780809452,2,0,7,326
twitter.com/VeroDelgadilloG/status/1729571253907026394,2023-11-28 18:41:35.000,0.6301004398200247,0.3331101582123917,0.5323042422533035,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1729571253907026394,2,0,10,298
twitter.com/VeroDelgadilloG/status/1728461943198085139,2023-11-25 17:13:35.000,0.6301004398200247,0.3331101582123917,0.5323042422533035,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1728461943198085139,3,0,3,393
twitter.com/VeroDelgadilloG/status/1736030687763816579,2023-12-16 14:29:04.000,0.6301004398200247,0.3331101582123917,0.5323042422533035,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1736030687763816579,0,0,0,176
twitter.com/VeroDelgadilloG/status/1727558329294074362,2023-11-23 05:22:56.000,0.6301004398200247,0.3331101582123917,0.5323042422533035,Aprobacion/Alegria,Enojo/Molestia,Neutral,twitter.com/VeroDelgadilloG/status/1727558329294074362,4,0,4,808
twitter.com/VeroDelgadilloG/status/1735483582234407017,2023-12-15 02:15:04.000,0.6721189022064209,0.2896000717844442,0.39006219307581586,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1735483582234407017,4,4,31,1012
twitter.com/VeroDelgadilloG/status/1709605583861813726,2023-10-04 16:25:08.000,0.6721189022064209,0.2896000717844442,0.39006219307581586,Aprobacion/Alegria,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1709605583861813726,1,0,6,176
twitter.com/VeroDelgadilloG/status/1714140496962986207,2023-10-17 04:45:16.000,0.20327603816986084,0.09373625369127503,0.2970084349314372,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1714140496962986207,1,8,21,1497
twitter.com/VeroDelgadilloG/status/1730826593348591886,2023-12-02 05:49:51.000,0.5118754453957081,0.18370901081504024,0.3876994922757149,Neutral,Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1730826593348591886,14,10,79,2348
twitter.com/VeroDelgadilloG/status/1735432893894422708,2023-12-14 22:53:39.000,0.35953558683395387,0.002462751193855002,0.25832247734069824,Enojo/Molestia,Mucho Enojo/Molestia,Enojo/Molestia,twitter.com/VeroDelgadilloG/status/1735432893894422708,5,4,30,728
